comment,sentiment
" Giá khá mềm, cầm trên tay khá là ưng ý. Màu đen nhám cực sang trọng. Bảo mật của apple tốt",1
" E mua con 7 plus đc 5 ngày, hnay e thấy cái viền nó bị hở ra ạ. Mọi người cho e hỏi bh e ra tgdd có đc đổi máy mới k ạ",0
 Mình mua ip7plus đã 2 hôm mình nghe nhạc thấy loa to cho loa to hết cỡ thì thấy may rung màn hình với đằng sau máy lo biết mấy các bạn có vậy lo hay máy mình bị lỗi nhỉ,1
" Máy thiết kế đẹp, sang trọng, hiệu năng tốt, mạnh mẽ. Nhưng xài ko dám mạnh tay cưng như trứng vì sợ tróc sơn ",1
" em vừa mua 1 con ip7plus đc tầm 3 ngày, lúc e xem phim trên web cứ được một đoạn là nó lại bị ngừng lại và mất tiếng. Ad cho em hỏi là đây có phải lỗi do máy không, với lại e mua chưa đến 1 tháng có được ra tgdd đổi k an",0
 Mình mới mua hôm nay dùng may thấy ổn Nhưng chơi liên quân một trận thấy máy nóng ran lên ,0
 Máy mình mới mua hôm nay chơi game Pubg thôi mà máy nóng cực kỳ không biết có lỗi gì không nữa ,0
" san pham mau den ,thiet ke sang trong ,,bat mat ,pin thap nhung su dung rat lau,",1
" Mọi thứ đều ok, cấu hình mạnh, màn hình cực nét, chiến game mạnh, chỉ duy nhất thật sự quá thất vọng về pin, pin tụt phải nói là ""quá nhanh quá nguy hiểm"". Mình mua máy mới nguyên seal, ngày đâu tiền sử dụng sau khi sạc đầy, từ 10h sáng đến 3h chiều chỉ còn 40%, 5h chiều máy chỉ còn 20%(mình chỉ dùng để lướt fb, zalo, xem tý youtube),còn thua con 5s của mình. Nếu chiến các game pubg moblie, liên quân,vv.. Mình đoán chơi được tầm 2 tiếng là máy cạn ngay. Bỏ ra hơn 12 triệu nhưng khá thất vọng về pin, còn thua những chiếc smart phone tầm trung và thấp chạy android như hiện nay. Cầm chiếc điện thoại mà ko tự tin, ko dám chơi game hay làm gì, cứ nỗi lo hết pin thường trực phải đem theo sạc dự phòng kè kè, sẽ khá ức chế. Nên mình khuyên nếu bạn nào cần một thiết bị có thể sử dụng cả ngày để làm việc thì ko nên mua. Còn những bạn cần 1 trải nghiệm cực ngon, ""phê"", cực tốt, giá ko quá cao thì hãy mua về trải nghiệm.",0
 mới mua được mấy ngày máy đã giám giá 1tr.tiếc quá.máy bắt wifi kém quá.hôm trước ra tgdd định gửi hãng thẩm định nhưng mất 10 ngày nên lại thôi,1
" Mới mua 2 chiếc tại tgdd. Máy dùng ngon, nhân viên phục vụ ngọt. Máy khoẻ pin trâu dùng lâu hơi nóng :))",1
 Nhân viên tư vấn bán hàng nhiệt tình. Phải nói là ip xài rất ngon luôn. Chụp hình nghe nhạc tất cả đều ok. Pin tạm ổn. Khuyên mọi người nên mua sử dụng ,1
 Mới mua và sd đc mấy hôm.mựợt ngon game tốt.nhân viên fục vụ ra tận cửa thích qá póc thêm máy nữa tes máy các kiểu vẫn ok luôn..đem về ngâm nước tốt nhug khi bốc lên loa kép rè chút xíu rồi lại hết..chuẫn ip67 trên 7plus ko đả nhu 8plus mặc dù ip67.máy mới ok lắm các bác ạ,1
 Mượt mà ổn định chụp hih đẹp loa lớn . Mọi thứ oke giá phù hợp . Oke tôi hài lòng .,1
" pin hơi hẹo với sạc lâu,còn lại thì ok.game chơi mượt load nhanh. chụp ảnh thì khỏi nói.",1
" Sản phẩm sài rất muoc75t ,pin ok , máy sài cấu hình tốt , thiết kế kiểu dáng phù hợp với nhiều người",1
" Khá hài lòng, pin tốt, cấu hình mạnh vào game liên quân nhanh. Mình mua màu đen nhám nhìn sang trọng nhưng tiếc là mua lúc không có nhiều khuyến mãi thôi. ",1
 Pin các bác để qua đêm tụt khoảng bao nhiêu phần trăm vậy. Pin mình để qua đem tụt khoảng 3-4% thế ổn không các bác,1
" Mình vừa mua ip 7plus dùng chưa đk 1 tháng mà rất nhanh hết pin, có hôm pin còn 30% mà để qua đêm đến tầm 4r sáng đã bị sập nguồn rồi và mấy lần trước cũg bị sụt pin nhanh như vậy. ",0
 Máy thiết kế đẹp. Cấu hình mạnh. Chơi game rất mượt. Hiệu năng sài rất ổn định. Đáng với số tiền bỏ ra.,1
 Em mới mua iphon7plus tại tg di động.khi coi youtobe luc chuyển kenh loa co tieng rè . Cứ chuyển kenh khác la bị xong vẫn coi bình thường . Em da tắt hiệu ứng rồi manko hết cho em biết tai sao . Nếu lỗi co đổi mới đc ko zay,0
" Màn hình tốt, cam tốt, phần mềm ok, hiệu năng ổn. Có cái sạc lâu, pin không trâu lắm.",1
 một số nhận xét cá nhân của mình   - máy sạc lâu đầy pin   - cam chụp nét   - màn hình dùng ngoài trời tốt   - loa thoại nghe rất ok  - phím home rất nhạy   - máy chạy rất mát  nói chung là đúng đồng tiền bát gạo chứ nhiều bạn bảo giá 14t thì mua được ip 8 plus 99% nhưng mua hàng cũ trả biết thế nào cứ mới mà mua là yên tâm nhất ,1
 mới mua mà tiết không có chát bong bong trên mesenger phải  jb mới cài đc. pin sạc 3 tiếng đầy chơi lq max cấu hình 40p hết 19% pin,1
" mình cũng mới mua mấy ngày Sản phẩm rất tốt nhưng thời lượng sử dụng pin hơi thấp không như mong đợi, pin tuột hơi nhanh không biết có vấn đề gi không ",1
" Tôi vừa mua con iphone 7 plus 32G ngày 21/02/2019 tại cửa hàng thế giới di động số 198 đường D2, quận Bình Thạnh nhưng tôi thật sự thất vọng về dịch vụ ở đây. Máy vừa đập hộp ( chưa Active ) nhân viên đưa tôi xem có trầy xước gì không, tôi cầm máy bóp nhẹ thì nghe tiếng ọp ẹp tôi yêu cầu đổi máy khác nhưng nhân viên không đồng ý đổi và bảo là phải đưa đi bảo hành (mất 10-15 ngày) nếu có lỗi mới chịu đổi, máy tôi còn chưa sài thì sao phải đưa đi bảo hành, vô lý. Tôi mua máy tôi có quyền chọn lựa sản phẩm tôi ưng ý chứ? cứ đập hộp là bắt tôi phải lấy hay sao? máy nằm trong hộp thì tôi biết nó như thế nào? Nhân viên bảo trong vòng 14 ngày, nếu sử dụng sản phẩm thấy không ưng ý thì có quyền đổi sang máy khác, vậy tôi ngồi ngay trong cửa hàng (chưa mang máy ra khỏi cửa hàng) nhưng tôi không ưng ý về sản phẩm sao lại không chịu đổi cho tôi? Câu nói trong vòng 14 ngày có quyền đổi máy khác chỉ nói vui thui ah, khi yêu cầu đổi thì lí do này, lý do khác. Tôi đã mua sản phẩm ở thế giới di động rất nhiều lần và thật sự hài lòng dịch vụ ở nơi đây nhưng hôm nay lại xảy ra trường hợp này. Tôi bỏ ra 1 số tiền để mua 1 sản phẩm, điều tôi cần nhận lại là sự hài lòng chứ không phải để nhận lấy sự bực tức này. Thật sự thất vọng.",0
" Xài OK. Camera ko đủ ánh sáng chụp ko đc đẹp. Pin xài mới 2 tuần chỉ còn 98%. Xài wf thì chỉ đc 4,5 tiếng chỉ bằng con ip6 thôi. Thất vọng về pin quá.",0
 mình đã mua ngày 14/12/2018 và dùng đến nay hơn hai tháng.máy dùng rất tốt chưa xảy ra lỗi gì cả.có điều báo  cập nhật phiên bản mới lên hoài.mình ít chơi game pin xài được hơn hai ngày.theo cá nhân mình máy xài tốt.,1
" Mình mua được 1 tuần rồi, mọi thứ ok chỉ có pin là tụt hơi nhanh, xem video lại càng tụt nhanh nữa.",0
 Sao cũngn tốt má bin sao tuột nhanh. Đánh lquan sàin fiwin dc 4 tiếng còn 10% bin là sao ak ,0
" Sản phẩm sử dụng mượt mà, cấu hình mạnh . Nhân viên chứ đáo . Sản phẩm tốt rất thích sử dụng",1
" Máy đẹp,chạy mượt mà,pin sài ổn,sạc 3 tiếng đầy pin,giá cả hợp lý,vì mình có mua dung lượng icloud nên 32gb sài củng tạm!",1
" Nhân viên tư vấn rất nhiệt tình, chơi game mượt, chụp ảnh rất ok. Mỗi tội sạc pin hơi lâu",1
" Khá ổn pin hơi bé 1 tí, cấu hình đẹp sắc nét, tiếc là ko có ip7plus 64GB 😢, 32GB sài ko đủ. Nhân viên nhiệt tình",1
" Iphone 7+ sài rất đả mượt mà, chụp ảnh xoá phông tuyệt vời, vân tay nhanh, pin ổn định!",1
 Mới mua pin kém quá sụt như tụt quần dù mới đập hộp tét còn lại mọi thứ quá tốt không chê vào đâu được ,0
 sản phẩm bị lỗi hở viền màn hình từ nút nguồn đi xuống máy co tiếng kêu kẹt kẹt không biết là lỗi chung của dòng ip7plus này là tuỳ máy bị như vậy,0
" máy nhanh chơi game rất tuyệt, màu sắc đẹp, camera chụp xóa phông rất tốt. thiết kế mỏng đẹp",1
" Hôm qua mình mới mua ip 7 plus. Cảm giác máy bắt sóng rất kém, không bao giờ đủ 4 vạch sóng cho dù là ngay cột phát sóng. Chỉ đc 1 hay 2 vạch thôi.",0
 Máy sài im mượt chụp hình xoá phong rất đẹp giá họp lý nhân viên phục vụ nhiệt tình,1
" máy đẹp, pin trâu, hiệu năng quá tốt, camera đẹp. nói chung khá hài lòng đặc biệt là thái độ phục vụ quá tốt của nhân viên. cảm ơn! ",1
" Mới làm quả, từ 6 thường lên 7 plus thấy khác. Nhanh, mạnh, pin ổn. Nhu cầu một ngày thoải mái ",1
 Máy mình mua lúc đầu tình trạng 100% pin những giờ có 99% mua dc 3tuan. Mà pin xài chưa đến 6tieng đã bị pin yêu,0
" Mới mua hôm qua, nhưng thật sự không hài lòng về pin, hồi đó mới mua iphone 5s pin của nó sài được 2 ngày, còn iphone 7 plus mới mà pin chỉ sài được 1 ngày. Ipad wifi lúc tôi mới mua cũng sài được 2 ngày. Thắc mắc sao pin iphone 7 plus nó không trâu. Nhưng vẫn cho 5 sao, vì iphone gần như hoàn hảo tất cả, ai đang chuẩn bị tiền thì cứ mua ủng hộ nhé. ",1
 Trên cả tuyệt vời . Pin OK chơi game thì khỏi bàn rồi:))) sf đẹp. Nói chung là không có gì để chê,1
 Mới mua về khi chiều mà máy xài rất tốt mặc dù mình mua sp cũ Pin có vẻ hơi bị ít nhưng hiệu năng thì tuyệt,1
 Nếu nhìn kỹ thì viền máy bị hở bên cạnh nên bụi rất dễ bám vào. Độ khớp giữ khung hợp kim nhôm magie và mặt kính chưa thật sự khít. Khi dùng tay bẻ nhẹ máy thi phát ra tiếng kêu kẹt kẹt...rất khó chịu. Máy mới mua hơn nửa tháng. Đem đi bảo hành thì bảo lỗi thẫm mỹ hãng không chắc hỗ trợ 1 đổi 1 mà gửi đi thẩm định gần nửa tháng.,0
" Mấy mượt mak , hoàn hảo tác vụ nhanh ko bị chậm trễ đây là điểm mak dù các máy Android tầm cao cỡ nào cũng khó theo kiệp , độ ổn định lâu dài vài năm sau vẫn tốt, bộ jack tai nghe trực tiếp ko cần cáp ch đổi cho chất lượng wa tuyệt, người dùng ko lai pan nàn j cả, chỉ có cái pin là điểm yếu mak người dùng ip pai bc chấp nhận. ",1
 Máy đẹp pin trâu sạc hơi lâu và nhanh nóng gần camera nhân viên tư vấn nhiệt tình ,0
" Máy đẹp mướt nhanh nhưng k hiểu sao máy mới mua đc 3 hôm tt pin còn có 99% nữa trong khi ng khác mua máy cũ cả năm tình trạng pin vẫn 100%, buồn!",0
 Tuyệt Vời. Chụp hình đẹp và xóa phong tốt. Nghe nhạc với 2 loa thì rất đã. Pin trâu nhưng sử dụng sau 2 tuần thì giảm sút đáng kể,1
 Máy đẹp. Hoàn thiện rất tốt. Dùng là mê. Độ mượt mà không cần phải bận tâm . Pin trâu. ,1
" Máy có thiết kế liền mạch , hoàn thiện rất tốt. Camera chụp quá tuyệt vời so với tầm giá . Chip tốc độ 2,3G xử lý rất mượt mà , nhanh chóng . Pin dùng bình thường cũng đc 1 ngày",1
" Xài mấy tuần. Kiểu dáng và độ mượt thì khỏi phải chê ln rùi, pin xài ok lắm, cmr chụp hinh siêu nét chỉ có cái tội là cho ra ảnh xấu hơi quá so với sự thật hihi",1
 Máy đẹp. Hoàn thiện rất tốt. Dùng là mê. Độ mượt mà không cần phải bận tâm . Pin trâu. Game mượt. Cực kì hài lòng,1
" Cảm thấy hài lòng về sản phẩm.Màn hình hiển thị tốt,chụp ảnh đẹp,pin vừa đủ xài.Chạy mượt mà tất cả các ứng dụng.Nhân viên tư vấn nhiệt tình.",1
" Sp chất lượng rất ok, giá tốt, vẫn trải nghiệm đầy đủ các tính năng như camera kép chụp xóa phông, hệ điều hành mượt mà, pin rất ôn và cấu hình vẫn còn rất mạnh. NV tư vấn nhiệt tình, gói quà đẹp.",1
" dùng mượt,nhưng sạc pin mất hơn 2 tiếng và rất nhanh hết pin,nhân viên tư vấn nhiệt tình",1
" Mới mua khoảng ½ tháng , chơi game tốt mỗi tội sạc pin hơi lâu .  Nhân viên tại TGDĐ Lagi nhiệt tình , tư vấn có tâm :)",1
" Thiết kế thời trang, cấu hình ngon, pin tốt, bền, giá lại còn quá tuyệt vời! chưa biêt chê ở điểm gì được!",1
 máy sử dụng mượt thiết kế rất ok. pin cũng khá tuyệt vời. nên mua với mức giá này,1
" máy thiết kế đẹp mắt.pin cầm.chụp hình xóa phông rất đẹp. nhân viên tư vấn nhiệt tình, dán máy đẹp",1
 máy đẹp pin tốt cấu hình khủng rất thích máy này chơi liên quân rất mượt chụp hình đẹp,1
 máy thiết kế đẹp mắt.pin cầm.chụp hình xóa phong rất đẹp.hiệu năng máy chạy rất nhanh.,1
 Mới mua hôm qua nói chung tổng quan máy xài rất OK chỉ có pin là hơi kém sạc thì lâu tụt thì nhanh,1
" Trước giờ chưa từng sử dụng ip bao giờ, giờ đổi sang ip là 1 quyết định đúng chụp hình hiệu năng sang trọng cầm vào tay cảm giác rất thích. Pin hơi kém chủ yếu xem phim online zalo Facebook. Nhân viên nhiệt tình vui vẻ",1
 13990000 rất đáng mua lấy máy về được 1 tuần tất cả OK ko thua 8plus nhanh-mạnh-mượt vào game nhanh ko đứng như các Androi khác. Đa nhiệm tốt đang game out ra đọc báo xem YouTube vào lại vẫn còn game. Chỉ kém về bin thôi. Tóm lại tầm trung mua 7plus ăn tất các máy khác,1
" Mình vừa mua tối qua. Phải nói là ngon mượt, đối vs ip pin yếu hơn các hãng khác nhưng pin đủ xài để game hay xem ytb liên tục 4 5h là quá ok. Chụp xoá phông thì mờ đẹp khỏi chê luôn, đêm thì máy ảnh hơi hột mờ tí thua Sam S8plus, mình xài 2 máy. Chỉ tiếc là 1 sim nên k xài lâu dài đc, 2 sim thì quá tốt quá thuận lợi mình luôn .",1
" Máy tốt mượt mà thiết kế đẹp chụp hình rất sắc nét rất okê ,nhân viên tư vấn rất nhiệt tình ",1
" Máy mượt, thiết kế đẹp, đặc biệt là pin trâu, camera chụp rất chân thực, nhân viên nhiệt tình.",1
 Sản phẩm đẹp tính năng ưu việt tiện lợi với nhiều ứng dụng bảo mật cao và chụp hình rata rõ nét,1
" Sản phẩm tốt, nhân viên nhiệt tình tới tận mình ra về, có điều pin không như mình mong đợi mặc dù không tác vụ gì nhiều, 32gb bộ nhớ thật sự khó đủ với mình mặc dù mình không chứa gì nhiều. Nói chung mọi thứ khác đều ok ^^",1
" sản phẩm dùng rất tốt, thiết kế đẹp, sang trọng, pin sử dụng khá lâu, mình rất thích thái độ phục vụ của nhân viên rất nhiệt tình chu đáo",1
" Sản phẩm đẹp. Cấu hình khủng, camera sắc nét. Nhìn rất sang, rất hài lòng khi mua sản phẩm này.",1
" Sản phẩm đẹp. Cấu hình khủng, camera sắc nét. Hỗ trợ xóa phông đẹp. Pin khỏe. Cầm nắm gọn gàng.",1
" dùng rất nhiều máy iphone rồi, thấy máy ip7 plus dùng pin rất khỏe, rất kế bắt mắt, rất hài lòng",1
" Dùng rất ok , pin khỏe , không lỗI , ảnh đẹp , chống nước , rất hàI lòng vớI sp, cu nhu cầu mua hàng vẫn tiếp tục mua hàng ở thế giớI di động",1
" máy dùng rất thích, chụp ảnh đẹp, loa nghe to rỏ ràng, nhân viên phục vụ nhiệt tình, tỉ mĩ, nói chung rất thích mua hàng ở đmx, tgdd, về hàng hóa và thái độ pv",1
" nhìn nhận đầu tiên là vào điện máy xanh nhân viên vui vẻ, nhiệt tình, thân thiện. tư vấn rất chuyên nghiệp. máy chụp ảnh rất đẹp thiết kế quá là tuyệt vời",1
" Xài rất thích, cấu hình vừa mạnh vừa mượt. Hàng iphone đúng chuẩn chất lượng. Cực kì hài lòng luôn , sẽ giới thiệu cho gia đình bạn bè khi có nhu cầu mua điện thoại. ",1
" Lần đầu xài iphone mà mua được iphone 7 plus 32g này đúng là rất hài lòng. Cấu hình mạnh , êm, mượt chơi game nặng mà lướt cực phê. ",1
" Sản phẩm   Sài ổn định cao, pin lâu ít bi treo máy, máy hoạt động mượt, đặt biệt chụp hinh cho ra màu sắc rất thực, đẹp,  sản phẩm  có thiết kế nhìn đẹp va sang trọng, ",1
 sản phẩm sử dụng rất ngon. kiểu dáng sang trọng và đẹp.sản phẩm rất ít khi nào bị lỗi phần mềm ,1
 Máy sai rất tốt. Không lỗi. Nhân viên nhiệt tình.. vui vẻ Chế độ bảo hành dễ dàng thuận tiên,1
" Sản phẩm đẹp mắt, vừa tay , cấu hình ổn định, thiết kế đẹp, em đã sài 1 năm hơn nhưng vẫn xài tốt chơi game mượt tuy game cấu hình cao nhưng vẫn rất okey ",1
" Thiết kế đẹp, hiệu năng tốt, giao diện ios thân thiện. Đã xài hơn 2 năm nhưng vẫn còn tốt",1
" máy sử dụng rất tốt, mượt mà, nhanh, pin khỏe, thiết kế đẹp, chụp ảnh nét,  có chụp ảnh xóa phông. tôi rất ưng ý về sản phẩm, Nhân viên phục vụ tận tình, chu đáo. tôi rất hài lòng",1
 Sản phẩm quá tốt một con quái vật chơi game hiệu năng đỉnh cao chơi pubg và lq max setting luôn.quá tuyệt vời,1
 sản phẩm mua rất tốt tôi rất thích mua sản phẩm bên điện máy xanh và thế giới di động và cũng sau này. sảm phẩm thuận tiện cho công việc của tôi . tôi rất thích tính năng và mới,1
 Iphone có hệ điều hành ios độc quyền. Sử sụng không sợ bị chậm máy. Kèm thêm đó 7 plus có thiết kế mới camera kép.,1
 Iphone có hệ điều hành ios độc quyền. Sử sụng không sợ bị chậm máy. Kèm thêm đó 7 plus có thiết kế mới camera kéo. Chụp hình xoá phong cực đẹp. ,1
" sản phẩm dùng rất ok, cấu hình cai, màn hình lớn, chụp ảnh đẹp. pin lâu, thời thượng",1
" Sản phẩm sử dụng mượt mà, chất lượng rất tốt, mẫu mã đẹp, giá phải chăng, hợp lý",1
" sản phẩm dùng rất ok, cấu hình cai, màn hình lớn, chụp ảnh đẹp. pin lâu, thời thượng ",1
" màn hình rộng dùng không mỏi mắt , máy chạy mượt , vào mạng nhanh,chụp camera thường siêu đẹp",1
" Máy xài OK. Chạy mượt, camera chụp rất sắc, chụp xoá phong cũng tuyệt vời.Cấu hình chơi game rất tuyệt.",1
" Máy dùng ngon, mượt mà, pin khỏe mình xài cả ngày vẫn ok quá đi. Mình rất thích. Mình rất yên tâm mua hàng ở đây vì là hàng chính hãng, lại được bảo hành tới 1 năm. Đã thế chụp ảnh xóa phông rất đẹp và nghệ thuật. Hi hi",1
" Sản phẩm chất lượng, sử dụng thích. Nhân viên phục vụ chu đáo. Nhiệt tình và rất chuyên nghiệp.",1
" Yên tâm mua hàng ở đây vì là hàng chính hãng, lại được bảo hành tới 1 năm. Mua hơn 1 năm rồi mà máy không vấn đề gì, bán hàng rất bền. Rất hài lòng, mình cũng mua hàng ở chuỗi đmx rất nhiều vì yên tâm ",1
" Sản phẩm dùng mượt mà, yên tâm vì là hàng chính hãng, chế độ bảo hành tốt.Nhân viên phục vụ nhiệt tình.",1
" Tôi rất thích điện thoại này. Vì camera chụp hình rất đẹp. Và máy chạy êm mượt,lâu lâu có hơi bị văng ra nhưng sử dụng rất ok",1
" Sản phẩm rất sang trọng thiết kế đẹp, lướt wed chơi game rất mượt mà, cấu hình mạnh giao diện đẹp, camera xóa phông rất ok, sử dụng hơn 1năm mấy mà máy vẫn còn êm như mới và máy sử dụng rất ổn, rất thích pin sử dụng cũng rất lâu.",1
" Máy mình sử dụng gần 2 năm rồi vẫn chạy mượt, thiết kế đẹp, pin xài rất ok, iOS vẫn cứ ngon nhất, khác xa android! , sản phẩm iphone 7 plus 32gb lướt game mạnh không bị lách, lên mạng nhanh cấu hình mạnh chạy ổn định",1
" Máy chạy mượt mà, giao diện đẹp, chơi game khônh bị giật. Cấu hình máy mạnh. Rất tuyệt vời",1
" sản phẩm iphone 7 plus 32gb lướt game mạnh không bị lách, lên mạng nhanh cấu hình mạnh chạy ổn định",1
" Máy mình sử dụng gần 2 năm rồi vẫn chạy mượt, thiết kế đẹp, pin xài rất ok, iOS vẫn cứ ngon nhất, khác xa android!",1
" Phục vụ tốt, thiết kế nguyên khối sang trọng, pin sài ổn định 1 ngày , màn hình sáng hiển thị tốt, camera kép chụp hình xóa phông tuyệt vời, sản phẩm đáng mua đáng tiền",1
" sản phẩm sử dụng tốt, chụp hình đẹp, âm thanh khá tốt, pin sử dụng lâu, rất an tâm khi sử dụng, rất tuyệt vời. ",1
" Sản phẩm rất đẹp. Thiết kế gọn tay Chạy mượt mà, không bị lag Phục vụ vui vẻ, hài lòng ",1
" Kiểu dáng đẹp,, chạy mượt nhanh,, đặc biệt là rất cầm pin,,lướt web xem phim mà ko thấy tuột pin.",1
 Sp vừa tay cầm! Mẫu mã đẹp! Mình mua về ai cũng khen! 😄😄 đặc biệt nhân viên tư vấn rất nhiệt tình vui vẻ dù mình hỏi rất nhiều! ,1
" sản phẩm màu vừa ý, cầm vừa tay, thiết kế đẹp, 32gb nhưng xài khá thoải mái, ko bị thiếu dung lượng",1
" Mặc dù mua đã qua sử dụng nhưng sử dụng lại rất tốt, mẫu mã đẹp, lướt nhanh, xài lâu chẳng thấy tuột miếng gam nào! ",1
" Điện thoại mẫu mã đẹp sang trọng, lướt web chơi game thoải mái.... chạy mượt!! Chụp hình đẹp ",1
" thiết kế nguyên khối sang trọng, pin sài ổn định 1 ngày , màn hình sáng hiển thị tốt, camera kép chup hình xóa phông tuyệt vời, sản phẩm đáng mua trong tầm giá",1
" điện thoại mẫu mã thiết kế đẹp,chụp hình rõ nét ,pin sử dụng ok,chính sách bảo hành tốt",1
 Sản phẩm này em đang xài rất ok ạ. Pin rất cầm. Camera rất đẹp. Em rất thích sản phẩm này. Vì nó rất phù hợp với nhu cầu sử dụng của em hiện tại. ,1
" Điện thoại sử dụng rất tốt, chụp ảnh đẹp, pin sài lâu, màu sơn rất bền màu, k bị nổ sơn,mình rất hài lòng khi mua sp này",1
" mua ip 7+ ở đmx thật sự rất an tâm về vấn đề chính hãng và bảo hành máy sau này. thật sự máy sử dụng chưa bao giờ làm mình thất vọng, tốc độ xử lí không loại nào so bì kịp, hiển thị tốt pin mình không chơi game 3 ngày mới sạc. không nóng máy, thậm chí rơi vào thùng nước hay đi mưa cũng không sợ hỏng.chụp hình tự nhiên như thật, loa nghe nhạc lớn, tầm tiền này mua ip 7+ là rất xứng đáng. tôi cho 5 sao",1
 Máy xài êm. Hết bảo hành rồi. Nhưng vẫn chưa có lỗi gì. Chụp hình xoá phông đẹp khỏi nói. ,1
 Điện thoại xài ổn màn hình lớn ĐMX phục vụ ok hệ điều hành mượt mà chụp ảnh sắc nét,1
 rất hài lòng về sản phẩm và phông cách phục vụ dùng hòa chưa lỗi yêu nv và cách pv dmx rất nhiều sẽ ủng hộ thêm nhiều hơn nữa,1
" Man hình lớn, thiết kế thời thượng, hệ điếu hành mượt mà, chụp ảnh sắc nét, phục vụ nhiệt tình",1
" sản phẩm thiết kế rất đẹp, giá chính hãng, bảo hành rất tốt, pin dùng cả ngày đi làm mà ko hết, chụp ảnh đẹp tuyệt vời",1
" thiết kế đẹp màu sang trọng, pin khoẻ, trải nghiệm mượt, thích nhất là camera kép chụp ảnh xoá phông của máy, cấu mình mạnh mẽ, khả năng chống nước rất tốt, bảo mật tốt",1
" Kiểu dáng sang trọng, màu đen rất đẹp cá tính, camera rất đẹp, máy rất mượt và nhanh,  nhân viên phục vụ nhiệt tình, rất hài lòng khi mua hàng điện máy xanh, sẽ ủng hộ thêm nửa",1
" Máy dùng rất tốt . Chơi game rất mượt ,pin trâu hơn chút nữa thì ngon ,nói chung là ok",1
" màu vàng sang trọng, máy dùng ổn định, chạy mạnh, chụp hình chuẩn max, sản phẩm đáng mua",1
 dt 7 plus chụp xóa phông tuyệt vời.  Camera như máy ảnh chuyên nghiệp.  Màn hình rộng sắc nét. Dùng gần 2 năm rồi vẫn ko hề có phát sinh gì . ,1
" điện thoại kiểu dáng sang trọng, phong cách, tốc độ xử lý cực nhanh, choi các game nặng rat ok.",1
" Thiết kế máy đẹp, pin trâu hơn, camera kép chụp xóa phông đẹp. Hiệu nặng máy cũng mạnh hơn nhiều",1
 TôI dùng được hơn năm rồI ai cũng đánh giá tốt. TôI cũng vậy nhưng khoảng vân tay thì quá tệ so vớI oppo5 tay dính tí mồ hôI là không được phảI lau đI lau lạI cáI phím home thật mắc cỡ. TạI sao oppo làm được tốt mà apple lạI không được tôI dùng máy phụ oppo5 đụng nhe là nó lên ngay còn ip này đắt gấp ba lần,1
" sản phẩm chụp hình đẹp, pin sử dụng lâu, cấu hình tuyệt . đây là dòng sản phẩm sẽ được nhiều ưu điểm tốt",1
" Đúng là hàng apple có khác, chạy rất rất mượt, màn hình hiển thị tốt, không còn gì để chê",1
" Thiết kế đẹp, sang trọng, cảm ứng nhanh mượt, nhân viên phục vụ tốt, bảo hành tốt",1
" Dùng hơn 1 năm rồi, chịu khó ốp nên máy vẫn rất đẹp, k bị bong tróc sơn như báo chí vẫn nói. Dùng hàng chính hãng tại đmx nên yên tâm",1
" máy xài rất tốt.màn hình lớn cho trải nghiệm xem fiml cực đã.pin trâu.chơi game dồ họa cao rất mượt mà.camera kép chụpj hình cực đẹp,còn xóa phông thì hoàn hảo.màn hình sắc nét hình ảnh màu săc trung thực.nhưng có 1 số  khuyết điểm như là came lồi rất dễ trầy.màn hình thì chưa được viền nên hơi tiếc 1 chút.về giá cả thi vừa phải.nói chung máy rất good",1
" Thiết kế đẹp màu sang trọng, pin khoẻ, trải nghiệm mượt, thích nhất là camera kép chụp ảnh xoá phông của máy, cấu mình mạnh mẽ, khả năng chống nước rất tốt, bảo mật tốt.",1
 sản phẩm quá tốt xài cực mượt đang xài samsung h mk chuyển qua ip dùng luôn. nv pv rat nhiet tinh,0
" điện thoại sử dụng cảm ứng mượt, nhanh, camera đẹp, chính sách bảo hành của điện máy xanh uy tín",1
" Sản phẩm uy tín giá tốt tôi rất hài lòng về sản phẩm, chơi game lướt wed mượt mà , thiết kế sang.",1
" điện thoại thiết kế sang trọng, cameraa chụp ảnh rất tốt, pin dùng ổn định, máy dùng mượt, không bị đơ ",1
" Thiết kế máy đẹp,sang trọng.dung lượng pin khủng chơi game rất khoái luôn.Bộ nhớ tha hồ dùng.sản phẩm rất ok",1
" Sp sd dùng mượt, pin trâu, chụp ảnh đẹp.. Tuyệt Vời. Chơi game mượt mà k giật lag, nhất là chơi rules",1
 sản phẩm có thiết kế đẹp. camera kép chụp xóa phông rất đẹp. máy sử dụng mượt mà theo thời gian . cám ơn dmx,1
" Sản phẩm thiết kế đẹp , sang trọng sử dụng rất là ok , Giá thành mềm mại hài lòng khi mua sp này ",1
" Sản phẩm sử dụng Ok chất lượng đảm bảo , thiết kế đẹp sang trọng , đáng để trải nghiệm",1
 sản phẩm có thiết kế đẹp. camera kép chụp xóa phông rất đẹp. máy sử dụng mượt mà theo thời gian . cám ơn dmx ,1
" Máy chụp ảnh xóa phông rất đẹp, pin khỏe dùng được thời gian rất lâu sử dụng rất mượt mà. chế độ bảo hành tốt",1
 Máy quá tuyệt vời.Cam kép chụp ảnh chân dung siêu đẹp.Âm thanh tuyệt vời.Pin khá tốt.,1
